user_id,timestamp,event_type,device,location,traffic_source,product_id
U25273,2026-07-24 15:25:31.996583,visit,mobile,US,social_media,P008
U05106,2026-07-24 15:25:39.875847,visit,desktop,US,paid_ads,P002
U25273,2026-07-24 15:25:56.996583,signup,mobile,US,social_media,P008
U25273,2026-07-24 15:28:04.996583,add_to_cart,mobile,US,social_media,P008
U02416,2026-07-24 15:29:08.851509,visit,tablet,India,social_media,P006
U19741,2026-07-24 15:31:19.948687,visit,tablet,India,organic_search,P001
U18294,2026-07-24 15:35:11.948687,add_to_cart,desktop,US,organic_search,P006
U19741,2026-07-24 15:35:24.948687,signup,tablet,India,organic_search,P001
U03909,2026-07-24 15:36:07.869744,visit,mobile,US,paid_ads,P007
U18294,2026-07-24 15:36:14.948687,purchase,desktop,US,organic_search,P006
U04280,2026-07-24 15:36:48.871849,visit,desktop,India,organic_search,P007
U04280,2026-07-24 15:37:55.871849,signup,desktop,India,organic_search,P007
U10760,2026-07-24 15:38:51.901705,visit,mobile,India,organic_search,P002
U04280,2026-07-24 15:39:11.871849,add_to_cart,desktop,India,organic_search,P007
U19741,2026-07-24 15:39:45.948687,add_to_cart,tablet,India,organic_search,P001
U18923,2026-07-24 15:41:24.948687,visit,mobile,US,organic_search,P006
U19741,2026-07-24 15:41:50.948687,purchase,tablet,India,organic_search,P001
U10760,2026-07-24 15:41:56.901705,signup,mobile,India,organic_search,P002
U29109,2026-07-24 15:43:48.018763,visit,mobile,UK,organic_search,P005
U18923,2026-07-24 15:44:13.948687,signup,mobile,US,organic_search,P006
U21273,2026-07-24 15:45:48.964307,visit,mobile,Germany,paid_ads,P003
U07640,2026-07-24 15:46:17.886600,visit,desktop,UK,organic_search,P003
U24486,2026-07-24 15:47:02.991595,visit,desktop,India,organic_search,P005
U10231,2026-07-24 15:47:04.901705,visit,mobile,Germany,organic_search,P005
U00149,2026-07-24 15:47:47.835833,visit,desktop,UK,organic_search,P004
U01513,2026-07-24 15:48:14.851509,visit,desktop,India,organic_search,P006
U10231,2026-07-24 15:48:38.901705,signup,mobile,Germany,organic_search,P005
U07640,2026-07-24 15:49:03.886600,signup,desktop,UK,organic_search,P003
U04186,2026-07-24 15:49:12.870855,visit,mobile,India,organic_search,P005
U21297,2026-07-24 15:51:19.964307,visit,desktop,UK,paid_ads,P003
U01931,2026-07-24 15:51:34.851509,visit,mobile,UK,organic_search,P007
U13907,2026-07-24 15:51:56.917437,visit,mobile,India,organic_search,P006
U04186,2026-07-24 15:51:59.870855,signup,mobile,India,organic_search,P005
U09167,2026-07-24 15:52:02.886600,visit,mobile,India,paid_ads,P006
U00149,2026-07-24 15:52:33.835833,signup,desktop,UK,organic_search,P004
U24243,2026-07-24 15:52:53.990591,visit,mobile,UK,organic_search,P004
U21915,2026-07-24 15:53:20.964307,visit,desktop,Germany,paid_ads,P004
U00149,2026-07-24 15:53:34.835833,add_to_cart,desktop,UK,organic_search,P004
U21297,2026-07-24 15:53:36.964307,signup,desktop,UK,paid_ads,P003
U18923,2026-07-24 15:53:43.948687,add_to_cart,mobile,US,organic_search,P006
U14522,2026-07-24 15:53:49.917437,visit,mobile,US,organic_search,P004
U06969,2026-07-24 15:54:21.886600,visit,mobile,UK,organic_search,P006
U09167,2026-07-24 15:55:21.886600,signup,mobile,India,paid_ads,P006
U06969,2026-07-24 15:56:18.886600,signup,mobile,UK,organic_search,P006
U18939,2026-07-24 15:56:38.948687,visit,desktop,Germany,organic_search,P002
U24243,2026-07-24 15:57:03.990591,signup,mobile,UK,organic_search,P004
U25933,2026-07-24 15:57:58.000584,visit,desktop,US,social_media,P003
U10190,2026-07-24 15:59:23.901705,visit,mobile,UK,social_media,P001
U10190,2026-07-24 16:00:36.901705,signup,mobile,UK,social_media,P001
U07943,2026-07-24 16:00:43.886600,visit,desktop,India,social_media,P007
U18939,2026-07-24 16:01:04.948687,signup,desktop,Germany,organic_search,P002
U07723,2026-07-24 16:01:47.886600,visit,mobile,US,organic_search,P003
U04186,2026-07-24 16:01:58.870855,add_to_cart,mobile,India,organic_search,P005
U06969,2026-07-24 16:02:33.886600,add_to_cart,mobile,UK,organic_search,P006
U00149,2026-07-24 16:02:44.835833,purchase,desktop,UK,organic_search,P004
U21297,2026-07-24 16:03:03.964307,add_to_cart,desktop,UK,paid_ads,P003
U09003,2026-07-24 16:03:28.886600,visit,mobile,US,organic_search,P007
U24243,2026-07-24 16:03:41.990591,add_to_cart,mobile,UK,organic_search,P004
U24253,2026-07-24 16:03:53.990591,visit,mobile,India,paid_ads,P005
U09167,2026-07-24 16:04:10.886600,add_to_cart,mobile,India,paid_ads,P006
U03834,2026-07-24 16:04:18.868725,visit,mobile,Germany,paid_ads,P007
U03834,2026-07-24 16:06:13.868725,signup,mobile,Germany,paid_ads,P007
U28725,2026-07-24 16:06:20.003032,visit,mobile,Germany,paid_ads,P008
U18939,2026-07-24 16:08:35.948687,add_to_cart,desktop,Germany,organic_search,P002
U25347,2026-07-24 16:09:12.996583,visit,desktop,UK,organic_search,P005
U27258,2026-07-24 16:10:01.003032,visit,mobile,US,social_media,P003
U19604,2026-07-24 16:10:06.948687,visit,mobile,Germany,paid_ads,P006
U19604,2026-07-24 16:11:18.948687,signup,mobile,Germany,paid_ads,P006
U27209,2026-07-24 16:11:19.003032,visit,desktop,UK,organic_search,P005
U16410,2026-07-24 16:13:04.933062,visit,mobile,India,organic_search,P005
U19604,2026-07-24 16:15:27.948687,add_to_cart,mobile,Germany,paid_ads,P006
U14930,2026-07-24 16:16:50.933062,visit,tablet,US,organic_search,P007
U03211,2026-07-24 16:18:36.851509,visit,tablet,US,paid_ads,P005
U24731,2026-07-24 16:18:58.993589,visit,desktop,Germany,paid_ads,P001
U18939,2026-07-24 16:20:19.948687,purchase,desktop,Germany,organic_search,P002
U25741,2026-07-24 16:20:34.999588,visit,mobile,US,organic_search,P004
U26493,2026-07-24 16:21:59.003032,visit,mobile,US,organic_search,P002
U25741,2026-07-24 16:23:12.999588,signup,mobile,US,organic_search,P004
U04229,2026-07-24 16:24:32.870855,visit,mobile,Germany,paid_ads,P004
U06886,2026-07-24 16:25:00.886600,visit,desktop,US,paid_ads,P006
U23935,2026-07-24 16:25:15.988527,visit,mobile,US,paid_ads,P005
U22796,2026-07-24 16:26:24.981864,visit,mobile,US,paid_ads,P005
U28430,2026-07-24 16:26:36.003032,visit,mobile,UK,organic_search,P005
U27731,2026-07-24 16:26:40.003032,visit,desktop,India,organic_search,P008
U13970,2026-07-24 16:28:11.917437,visit,mobile,UK,social_media,P007
U28430,2026-07-24 16:30:38.003032,signup,mobile,UK,organic_search,P005
U13970,2026-07-24 16:30:55.917437,signup,mobile,UK,social_media,P007
U25741,2026-07-24 16:31:22.999588,add_to_cart,mobile,US,organic_search,P004
U21337,2026-07-24 16:32:24.964307,visit,mobile,US,organic_search,P001
U28430,2026-07-24 16:32:38.003032,add_to_cart,mobile,UK,organic_search,P005
U22630,2026-07-24 16:35:37.979935,visit,mobile,US,social_media,P002
U22630,2026-07-24 16:36:08.979935,signup,mobile,US,social_media,P002
U19025,2026-07-24 16:36:16.948687,visit,mobile,US,organic_search,P001
U28440,2026-07-24 16:36:39.003032,visit,mobile,Germany,organic_search,P006
U19973,2026-07-24 16:37:37.964307,visit,mobile,US,organic_search,P006
U28440,2026-07-24 16:38:27.003032,signup,mobile,Germany,organic_search,P006
U12457,2026-07-24 16:39:19.917437,visit,mobile,India,social_media,P004
U02369,2026-07-24 16:39:38.851509,visit,desktop,Germany,paid_ads,P008
U21868,2026-07-24 16:39:59.964307,visit,desktop,US,organic_search,P001
U02369,2026-07-24 16:40:13.851509,signup,desktop,Germany,paid_ads,P008
U19998,2026-07-24 16:40:57.964307,visit,tablet,India,organic_search,P003
U19998,2026-07-24 16:41:41.964307,signup,tablet,India,organic_search,P003
U19973,2026-07-24 16:41:56.964307,signup,mobile,US,organic_search,P006
U12457,2026-07-24 16:42:33.917437,signup,mobile,India,social_media,P004
U05663,2026-07-24 16:43:39.879858,visit,mobile,US,organic_search,P006
U21868,2026-07-24 16:44:06.964307,signup,desktop,US,organic_search,P001
U00709,2026-07-24 16:44:54.835833,visit,mobile,Germany,paid_ads,P003
U19998,2026-07-24 16:45:01.964307,add_to_cart,tablet,India,organic_search,P003
U05663,2026-07-24 16:45:16.879858,signup,mobile,US,organic_search,P006
U05663,2026-07-24 16:46:41.879858,add_to_cart,mobile,US,organic_search,P006
U27385,2026-07-24 16:47:56.003032,visit,mobile,US,paid_ads,P005
U02369,2026-07-24 16:48:02.851509,add_to_cart,desktop,Germany,paid_ads,P008
U10368,2026-07-24 16:48:16.901705,visit,desktop,US,paid_ads,P005
U20395,2026-07-24 16:48:41.964307,visit,mobile,UK,organic_search,P001
U10368,2026-07-24 16:49:15.901705,signup,desktop,US,paid_ads,P005
U21868,2026-07-24 16:49:59.964307,add_to_cart,desktop,US,organic_search,P001
U26644,2026-07-24 16:50:44.003032,visit,desktop,UK,organic_search,P003
U27385,2026-07-24 16:51:21.003032,signup,mobile,US,paid_ads,P005
U02567,2026-07-24 16:51:50.851509,visit,mobile,US,organic_search,P007
U19293,2026-07-24 16:52:25.948687,visit,mobile,India,organic_search,P007
U02567,2026-07-24 16:52:47.851509,signup,mobile,US,organic_search,P007
U02567,2026-07-24 16:54:07.851509,add_to_cart,mobile,US,organic_search,P007
U26644,2026-07-24 16:55:23.003032,signup,desktop,UK,organic_search,P003
U02369,2026-07-24 16:56:46.851509,purchase,desktop,Germany,paid_ads,P008
U02365,2026-07-24 16:56:53.851509,visit,mobile,UK,organic_search,P007
U03543,2026-07-24 16:57:28.867126,visit,desktop,India,paid_ads,P003
U10368,2026-07-24 16:58:52.901705,add_to_cart,desktop,US,paid_ads,P005
U26644,2026-07-24 17:00:29.003032,add_to_cart,desktop,UK,organic_search,P003
U05647,2026-07-24 17:00:31.879858,visit,mobile,Germany,organic_search,P002
U03543,2026-07-24 17:00:58.867126,signup,desktop,India,paid_ads,P003
U20658,2026-07-24 17:01:48.964307,visit,mobile,Germany,paid_ads,P006
U06621,2026-07-24 17:01:50.884851,visit,mobile,US,paid_ads,P004
U10436,2026-07-24 17:02:57.901705,visit,tablet,Germany,social_media,P008
U06621,2026-07-24 17:02:59.884851,signup,mobile,US,paid_ads,P004
U24772,2026-07-24 17:03:52.993589,visit,mobile,US,organic_search,P005
U26644,2026-07-24 17:04:15.003032,purchase,desktop,UK,organic_search,P003
U18280,2026-07-24 17:04:23.948687,visit,mobile,US,organic_search,P007
U16270,2026-07-24 17:04:48.933062,visit,desktop,US,organic_search,P008
U01535,2026-07-24 17:04:54.851509,visit,mobile,US,paid_ads,P004
U24772,2026-07-24 17:05:09.993589,signup,mobile,US,organic_search,P005
U01514,2026-07-24 17:05:11.851509,visit,mobile,US,organic_search,P004
U16270,2026-07-24 17:05:25.933062,signup,desktop,US,organic_search,P008
U13522,2026-07-24 17:05:32.917437,visit,mobile,US,social_media,P002
U20658,2026-07-24 17:06:12.964307,signup,mobile,Germany,paid_ads,P006
U14999,2026-07-24 17:06:43.933062,visit,desktop,India,paid_ads,P005
U24772,2026-07-24 17:06:45.993589,add_to_cart,mobile,US,organic_search,P005
U14999,2026-07-24 17:07:23.933062,signup,desktop,India,paid_ads,P005
U03165,2026-07-24 17:08:43.851509,visit,mobile,UK,paid_ads,P002
U18280,2026-07-24 17:08:50.948687,signup,mobile,US,organic_search,P007
U10368,2026-07-24 17:09:24.901705,purchase,desktop,US,paid_ads,P005
U13522,2026-07-24 17:09:30.917437,signup,mobile,US,social_media,P002
U14999,2026-07-24 17:11:12.933062,add_to_cart,desktop,India,paid_ads,P005
U16262,2026-07-24 17:11:14.933062,visit,desktop,US,social_media,P008
U12333,2026-07-24 17:11:35.917437,visit,desktop,US,organic_search,P005
U06855,2026-07-24 17:11:56.886600,visit,mobile,UK,social_media,P005
U10680,2026-07-24 17:12:00.901705,visit,desktop,Germany,organic_search,P006
U15407,2026-07-24 17:13:25.933062,visit,mobile,Germany,organic_search,P002
U06624,2026-07-24 17:13:52.884851,visit,desktop,US,social_media,P005
U09877,2026-07-24 17:14:17.901705,visit,mobile,UK,organic_search,P001
U09877,2026-07-24 17:14:51.901705,signup,mobile,UK,organic_search,P001
U12333,2026-07-24 17:14:58.917437,signup,desktop,US,organic_search,P005
U01732,2026-07-24 17:15:37.851509,visit,mobile,India,paid_ads,P002
U20032,2026-07-24 17:16:35.964307,visit,desktop,Germany,social_media,P005
U12333,2026-07-24 17:16:57.917437,add_to_cart,desktop,US,organic_search,P005
U20032,2026-07-24 17:18:46.964307,signup,desktop,Germany,social_media,P005
U01732,2026-07-24 17:19:28.851509,signup,mobile,India,paid_ads,P002
U22792,2026-07-24 17:20:13.981864,visit,desktop,Germany,social_media,P001
U11502,2026-07-24 17:20:27.901705,visit,mobile,UK,social_media,P002
U22792,2026-07-24 17:20:40.981864,signup,desktop,Germany,social_media,P001
U24368,2026-07-24 17:21:39.991595,visit,mobile,US,organic_search,P006
U20420,2026-07-24 17:21:42.964307,visit,mobile,India,social_media,P002
U22308,2026-07-24 17:22:12.964307,visit,mobile,UK,paid_ads,P003
U11502,2026-07-24 17:22:24.901705,signup,mobile,UK,social_media,P002
U28238,2026-07-24 17:23:44.003032,visit,tablet,US,organic_search,P008
U24368,2026-07-24 17:24:29.991595,signup,mobile,US,organic_search,P006
U28238,2026-07-24 17:25:27.003032,signup,tablet,US,organic_search,P008
U10327,2026-07-24 17:25:33.901705,visit,tablet,Germany,organic_search,P002
U14999,2026-07-24 17:26:07.933062,purchase,desktop,India,paid_ads,P005
U22308,2026-07-24 17:26:39.964307,signup,mobile,UK,paid_ads,P003
U22324,2026-07-24 17:27:12.964307,visit,tablet,US,organic_search,P001
U12333,2026-07-24 17:27:29.917437,purchase,desktop,US,organic_search,P005
U10327,2026-07-24 17:27:37.901705,signup,tablet,Germany,organic_search,P002
U17975,2026-07-24 17:28:00.948687,visit,desktop,India,organic_search,P008
U11414,2026-07-24 17:28:27.901705,visit,mobile,US,paid_ads,P004
U22308,2026-07-24 17:28:35.964307,add_to_cart,mobile,UK,paid_ads,P003
U02204,2026-07-24 17:29:47.851509,visit,desktop,UK,organic_search,P006
U05883,2026-07-24 17:30:06.880871,visit,mobile,US,organic_search,P002
U24368,2026-07-24 17:30:17.991595,add_to_cart,mobile,US,organic_search,P006
U05883,2026-07-24 17:31:29.880871,signup,mobile,US,organic_search,P002
U11511,2026-07-24 17:32:01.901705,visit,desktop,UK,social_media,P004
U02204,2026-07-24 17:34:24.851509,signup,desktop,UK,organic_search,P006
