user_id,device,location,traffic_source,visit_count,signup_count,cart_count,checkout_count,purchase_count,current_stage,dropped_off
U00080,desktop,US,paid_ads,1,0,0,0,0,visit,1
U00081,mobile,India,paid_ads,1,1,0,0,0,signup,1
U00082,mobile,India,paid_ads,1,1,1,0,0,add_to_cart,1
U00083,mobile,India,organic_search,1,0,0,0,0,visit,1
U00084,mobile,US,social_media,1,0,0,0,0,visit,1
U00085,desktop,US,social_media,1,1,1,0,0,add_to_cart,1
U00086,desktop,Germany,paid_ads,1,0,0,0,0,visit,1
U00087,mobile,US,paid_ads,1,1,1,0,0,add_to_cart,1
U00088,desktop,US,organic_search,1,1,0,0,0,signup,1
U00089,desktop,US,paid_ads,1,0,0,0,0,visit,1
U00090,mobile,US,organic_search,1,1,1,0,1,purchase,0
U00091,tablet,Germany,paid_ads,1,1,0,0,0,signup,1
U00092,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00093,mobile,India,organic_search,1,0,0,0,0,visit,1
U00094,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00095,mobile,India,paid_ads,1,1,1,0,0,add_to_cart,1
U00096,desktop,Germany,paid_ads,1,1,1,0,1,purchase,0
U00097,mobile,UK,paid_ads,1,1,0,0,0,signup,1
U00098,mobile,Germany,social_media,1,1,0,0,0,signup,1
U00099,tablet,India,organic_search,1,0,0,0,0,visit,1
U00100,desktop,India,organic_search,1,0,0,0,0,visit,1
U00101,tablet,UK,paid_ads,1,1,0,0,0,signup,1
U00102,desktop,US,organic_search,1,0,0,0,0,visit,1
U00103,desktop,US,paid_ads,1,1,0,0,0,signup,1
U00104,mobile,US,organic_search,1,0,0,0,0,visit,1
U00105,desktop,US,paid_ads,1,0,0,0,0,visit,1
U00106,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00107,mobile,UK,social_media,1,1,0,0,0,signup,1
U00108,desktop,Germany,social_media,1,0,0,0,0,visit,1
U00109,tablet,UK,paid_ads,1,0,0,0,0,visit,1
U00110,desktop,US,organic_search,1,1,0,0,0,signup,1
U00111,tablet,UK,organic_search,1,0,0,0,0,visit,1
U00112,mobile,India,organic_search,1,1,1,0,0,add_to_cart,1
U00113,mobile,US,social_media,1,0,0,0,0,visit,1
U00114,mobile,India,organic_search,1,0,0,0,0,visit,1
U00115,desktop,India,organic_search,1,1,1,0,0,add_to_cart,1
U00116,tablet,US,organic_search,1,1,0,0,0,signup,1
U00117,desktop,UK,paid_ads,1,0,0,0,0,visit,1
U00118,mobile,India,organic_search,1,1,1,0,0,add_to_cart,1
U00119,desktop,US,paid_ads,1,0,0,0,0,visit,1
U00120,mobile,US,organic_search,1,0,0,0,0,visit,1
U00121,desktop,UK,paid_ads,1,0,0,0,0,visit,1
U00122,tablet,India,paid_ads,1,0,0,0,0,visit,1
U00123,desktop,US,organic_search,1,1,1,0,1,purchase,0
U00124,mobile,Germany,social_media,1,1,0,0,0,signup,1
U00125,mobile,India,organic_search,1,1,0,0,0,signup,1
U00126,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00127,tablet,US,social_media,1,0,0,0,0,visit,1
U00128,mobile,UK,paid_ads,1,0,0,0,0,visit,1
U00129,mobile,India,organic_search,1,1,0,0,0,signup,1
U00130,desktop,India,social_media,1,0,0,0,0,visit,1
U00131,mobile,US,organic_search,1,0,0,0,0,visit,1
U00132,desktop,US,organic_search,1,1,1,0,1,purchase,0
U00133,desktop,India,organic_search,1,1,0,0,0,signup,1
U00134,mobile,India,social_media,1,1,0,0,0,signup,1
U00135,desktop,India,social_media,1,0,0,0,0,visit,1
U00136,mobile,UK,paid_ads,1,1,1,0,0,add_to_cart,1
U00137,desktop,India,organic_search,1,0,0,0,0,visit,1
U00138,mobile,India,paid_ads,1,1,1,0,0,add_to_cart,1
U00139,mobile,UK,organic_search,1,1,0,0,0,signup,1
U00140,desktop,India,paid_ads,1,0,0,0,0,visit,1
U00141,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00142,mobile,India,paid_ads,1,1,0,0,0,signup,1
U00143,desktop,US,organic_search,1,0,0,0,0,visit,1
U00144,mobile,US,paid_ads,1,1,0,0,0,signup,1
U00145,mobile,India,social_media,1,0,0,0,0,visit,1
U00146,mobile,US,organic_search,1,0,0,0,0,visit,1
U00147,mobile,US,social_media,1,0,0,0,0,visit,1
U00148,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00149,desktop,UK,organic_search,1,1,1,0,1,purchase,0
U00150,desktop,UK,organic_search,1,0,0,0,0,visit,1
U00151,mobile,US,organic_search,1,0,0,0,0,visit,1
U00152,mobile,UK,paid_ads,1,0,0,0,0,visit,1
U00153,desktop,India,paid_ads,1,1,1,0,1,purchase,0
U00154,mobile,UK,paid_ads,1,0,0,0,0,visit,1
U00155,mobile,US,organic_search,1,0,0,0,0,visit,1
U00156,mobile,US,organic_search,1,1,0,0,0,signup,1
U00157,desktop,India,paid_ads,1,0,0,0,0,visit,1
U00158,mobile,Germany,organic_search,1,0,0,0,0,visit,1
U00159,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00160,desktop,Germany,paid_ads,1,0,0,0,0,visit,1
U00161,desktop,US,organic_search,1,1,0,0,0,signup,1
U00162,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00163,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00164,desktop,Germany,organic_search,1,1,0,0,0,signup,1
U00165,mobile,Germany,paid_ads,1,1,1,0,1,purchase,0
U00166,desktop,UK,paid_ads,1,1,1,0,0,add_to_cart,1
U00167,desktop,India,organic_search,1,1,1,0,1,purchase,0
U00168,mobile,India,social_media,1,0,0,0,0,visit,1
U00169,mobile,US,social_media,1,0,0,0,0,visit,1
U00170,mobile,Germany,organic_search,1,0,0,0,0,visit,1
U00171,mobile,India,paid_ads,1,1,1,0,0,add_to_cart,1
U00172,mobile,US,organic_search,1,1,0,0,0,signup,1
U00173,mobile,India,organic_search,1,1,1,0,0,add_to_cart,1
U00174,desktop,US,social_media,1,0,0,0,0,visit,1
U00175,desktop,UK,social_media,1,1,0,0,0,signup,1
U00176,desktop,India,paid_ads,1,1,1,0,1,purchase,0
U00177,mobile,India,social_media,1,0,0,0,0,visit,1
U00178,tablet,India,organic_search,1,0,0,0,0,visit,1
U00179,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00180,mobile,US,organic_search,1,0,0,0,0,visit,1
U00181,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00182,mobile,Germany,organic_search,1,0,0,0,0,visit,1
U00183,mobile,US,social_media,1,1,0,0,0,signup,1
U00184,mobile,Germany,paid_ads,1,0,0,0,0,visit,1
U00185,mobile,Germany,paid_ads,1,0,0,0,0,visit,1
U00186,desktop,India,paid_ads,1,1,1,0,0,add_to_cart,1
U00187,mobile,India,organic_search,1,1,0,0,0,signup,1
U00188,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00189,mobile,US,paid_ads,1,1,0,0,0,signup,1
U00190,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00191,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00192,mobile,UK,social_media,1,0,0,0,0,visit,1
U00193,tablet,India,social_media,1,1,0,0,0,signup,1
U00194,mobile,US,social_media,1,1,0,0,0,signup,1
U00195,tablet,US,organic_search,1,0,0,0,0,visit,1
U00196,tablet,UK,organic_search,1,1,1,0,1,purchase,0
U00197,desktop,Germany,social_media,1,0,0,0,0,visit,1
U00198,desktop,Germany,organic_search,1,0,0,0,0,visit,1
U00199,tablet,US,organic_search,1,0,0,0,0,visit,1
U00200,desktop,UK,social_media,1,1,0,0,0,signup,1
U00201,desktop,UK,organic_search,1,1,0,0,0,signup,1
U00202,desktop,US,organic_search,1,0,0,0,0,visit,1
U00203,mobile,Germany,paid_ads,1,0,0,0,0,visit,1
U00204,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00205,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00206,mobile,India,paid_ads,1,1,1,0,0,add_to_cart,1
U00207,desktop,India,paid_ads,1,1,1,0,1,purchase,0
U00208,desktop,US,organic_search,1,1,0,0,0,signup,1
U00209,mobile,UK,social_media,1,1,0,0,0,signup,1
U00210,mobile,UK,social_media,1,0,0,0,0,visit,1
U00211,mobile,India,paid_ads,1,1,0,0,0,signup,1
U00212,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00213,mobile,Germany,organic_search,1,0,0,0,0,visit,1
U00214,mobile,Germany,social_media,1,0,0,0,0,visit,1
U00215,mobile,UK,paid_ads,1,1,1,0,0,add_to_cart,1
U00216,desktop,UK,social_media,1,1,0,0,0,signup,1
U00217,mobile,India,paid_ads,1,1,1,0,1,purchase,0
U00218,mobile,UK,paid_ads,1,0,0,0,0,visit,1
U00219,mobile,Germany,paid_ads,1,1,1,0,0,add_to_cart,1
U00220,desktop,India,social_media,1,0,0,0,0,visit,1
U00221,mobile,US,organic_search,1,0,0,0,0,visit,1
U00222,mobile,US,organic_search,1,1,1,0,1,purchase,0
U00223,mobile,UK,paid_ads,1,1,0,0,0,signup,1
U00224,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00225,mobile,India,social_media,1,0,0,0,0,visit,1
U00226,tablet,US,organic_search,1,1,0,0,0,signup,1
U00227,mobile,India,paid_ads,1,1,1,0,0,add_to_cart,1
U00228,mobile,Germany,paid_ads,1,0,0,0,0,visit,1
U00229,desktop,Germany,social_media,1,1,0,0,0,signup,1
U00230,desktop,UK,paid_ads,1,1,1,0,1,purchase,0
U00231,desktop,US,organic_search,1,1,1,0,0,add_to_cart,1
U00232,desktop,India,organic_search,1,0,0,0,0,visit,1
U00233,mobile,UK,organic_search,1,1,0,0,0,signup,1
U00234,desktop,UK,social_media,1,0,0,0,0,visit,1
U00235,desktop,US,organic_search,1,0,0,0,0,visit,1
U00236,mobile,US,organic_search,1,1,1,0,0,add_to_cart,1
U00237,desktop,Germany,paid_ads,1,1,0,0,0,signup,1
U00238,desktop,UK,organic_search,1,0,0,0,0,visit,1
U00239,mobile,UK,social_media,1,1,0,0,0,signup,1
U00240,desktop,US,social_media,1,0,0,0,0,visit,1
U00241,mobile,US,organic_search,1,0,0,0,0,visit,1
U00242,mobile,India,organic_search,1,1,0,0,0,signup,1
U00243,mobile,UK,paid_ads,1,0,0,0,0,visit,1
U00244,mobile,Germany,social_media,1,0,0,0,0,visit,1
U00245,mobile,Germany,social_media,1,0,0,0,0,visit,1
U00246,mobile,Germany,paid_ads,1,0,0,0,0,visit,1
U00247,mobile,Germany,paid_ads,1,1,1,0,0,add_to_cart,1
U00248,desktop,India,social_media,1,0,0,0,0,visit,1
U00249,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00250,mobile,UK,paid_ads,1,0,0,0,0,visit,1
U00251,tablet,US,organic_search,1,0,0,0,0,visit,1
U00252,desktop,UK,paid_ads,1,1,1,0,0,add_to_cart,1
U00253,tablet,India,organic_search,1,1,0,0,0,signup,1
U00254,desktop,US,social_media,1,0,0,0,0,visit,1
U00255,mobile,Germany,paid_ads,1,0,0,0,0,visit,1
U00256,mobile,Germany,organic_search,1,0,0,0,0,visit,1
U00257,mobile,India,organic_search,1,0,0,0,0,visit,1
U00258,desktop,UK,paid_ads,1,1,0,0,0,signup,1
U00259,mobile,Germany,paid_ads,1,1,0,0,0,signup,1
U00260,mobile,India,social_media,1,0,0,0,0,visit,1
U00261,mobile,Germany,organic_search,1,1,0,0,0,signup,1
U00262,desktop,US,paid_ads,1,0,0,0,0,visit,1
U00263,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00264,desktop,Germany,social_media,1,0,0,0,0,visit,1
U00265,desktop,India,paid_ads,1,0,0,0,0,visit,1
U00266,mobile,US,organic_search,1,1,1,0,0,add_to_cart,1
U00267,mobile,India,organic_search,1,1,1,0,0,add_to_cart,1
U00268,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00269,tablet,UK,organic_search,1,1,1,0,0,add_to_cart,1
U00270,desktop,India,social_media,1,0,0,0,0,visit,1
U00271,mobile,UK,paid_ads,1,1,0,0,0,signup,1
U00272,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00273,desktop,UK,social_media,1,0,0,0,0,visit,1
U00274,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00275,mobile,India,paid_ads,1,1,0,0,0,signup,1
U00276,mobile,India,social_media,1,0,0,0,0,visit,1
U00277,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00278,mobile,India,social_media,1,0,0,0,0,visit,1
U00279,desktop,UK,paid_ads,1,1,1,0,0,add_to_cart,1
U00280,mobile,US,organic_search,1,0,0,0,0,visit,1
U00281,mobile,UK,social_media,1,0,0,0,0,visit,1
U00282,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00283,mobile,India,social_media,1,1,0,0,0,signup,1
U00284,mobile,Germany,social_media,1,0,0,0,0,visit,1
U00285,mobile,US,social_media,1,0,0,0,0,visit,1
U00286,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00287,desktop,US,organic_search,1,1,1,0,0,add_to_cart,1
U00288,desktop,India,paid_ads,1,1,0,0,0,signup,1
U00289,desktop,India,organic_search,1,1,1,0,1,purchase,0
U00290,mobile,India,social_media,1,0,0,0,0,visit,1
U00291,mobile,UK,organic_search,1,1,0,0,0,signup,1
U00292,desktop,US,paid_ads,1,1,0,0,0,signup,1
U00293,mobile,India,paid_ads,1,1,1,0,0,add_to_cart,1
U00294,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00295,desktop,UK,organic_search,1,1,0,0,0,signup,1
U00296,mobile,UK,social_media,1,0,0,0,0,visit,1
U00297,desktop,India,organic_search,1,1,0,0,0,signup,1
U00298,mobile,US,organic_search,1,1,1,0,0,add_to_cart,1
U00299,desktop,Germany,organic_search,1,1,1,0,1,purchase,0
U00300,tablet,India,paid_ads,1,0,0,0,0,visit,1
U00301,mobile,India,organic_search,1,1,1,0,0,add_to_cart,1
U00302,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00303,mobile,US,paid_ads,1,1,0,0,0,signup,1
U00304,mobile,Germany,organic_search,1,0,0,0,0,visit,1
U00305,mobile,India,paid_ads,1,1,0,0,0,signup,1
U00306,desktop,India,organic_search,1,0,0,0,0,visit,1
U00307,mobile,US,organic_search,1,0,0,0,0,visit,1
U00308,mobile,India,social_media,1,0,0,0,0,visit,1
U00309,desktop,India,paid_ads,1,0,0,0,0,visit,1
U00310,mobile,UK,paid_ads,1,1,0,0,0,signup,1
U00311,desktop,India,organic_search,1,1,0,0,0,signup,1
U00312,desktop,Germany,paid_ads,1,0,0,0,0,visit,1
U00313,desktop,US,paid_ads,1,1,0,0,0,signup,1
U00314,mobile,India,social_media,1,1,0,0,0,signup,1
U00315,mobile,US,paid_ads,1,1,1,0,0,add_to_cart,1
U00316,desktop,US,organic_search,1,1,1,0,1,purchase,0
U00317,mobile,US,organic_search,1,0,0,0,0,visit,1
U00318,mobile,US,organic_search,1,0,0,0,0,visit,1
U00319,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00320,mobile,India,organic_search,1,1,1,0,0,add_to_cart,1
U00321,mobile,US,organic_search,1,1,0,0,0,signup,1
U00322,mobile,Germany,paid_ads,1,1,1,0,0,add_to_cart,1
U00323,mobile,US,social_media,1,0,0,0,0,visit,1
U00324,tablet,US,organic_search,1,1,0,0,0,signup,1
U00325,desktop,US,organic_search,1,1,0,0,0,signup,1
U00326,mobile,Germany,paid_ads,1,1,0,0,0,signup,1
U00327,mobile,India,social_media,1,0,0,0,0,visit,1
U00328,mobile,Germany,paid_ads,1,1,0,0,0,signup,1
U00329,mobile,India,social_media,1,1,0,0,0,signup,1
U00330,desktop,Germany,social_media,1,0,0,0,0,visit,1
U00331,mobile,Germany,organic_search,1,0,0,0,0,visit,1
U00332,mobile,US,organic_search,1,1,0,0,0,signup,1
U00333,mobile,UK,organic_search,1,1,0,0,0,signup,1
U00334,mobile,India,paid_ads,1,1,0,0,0,signup,1
U00335,mobile,US,paid_ads,1,1,0,0,0,signup,1
U00336,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00337,mobile,US,organic_search,1,0,0,0,0,visit,1
U00338,desktop,US,paid_ads,1,0,0,0,0,visit,1
U00339,desktop,UK,organic_search,1,1,0,0,0,signup,1
U00340,desktop,UK,organic_search,1,1,1,0,1,purchase,0
U00341,mobile,US,organic_search,1,1,0,0,0,signup,1
U00342,mobile,Germany,organic_search,1,1,0,0,0,signup,1
U00343,mobile,UK,organic_search,1,1,0,0,0,signup,1
U00344,desktop,India,paid_ads,1,1,0,0,0,signup,1
U00345,desktop,India,social_media,1,1,0,0,0,signup,1
U00346,mobile,UK,paid_ads,1,0,0,0,0,visit,1
U00347,mobile,US,social_media,1,0,0,0,0,visit,1
U00348,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00349,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00350,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00351,desktop,US,social_media,1,0,0,0,0,visit,1
U00352,desktop,US,social_media,1,1,0,0,0,signup,1
U00353,desktop,UK,paid_ads,1,0,0,0,0,visit,1
U00354,mobile,UK,paid_ads,1,0,0,0,0,visit,1
U00355,mobile,Germany,social_media,1,0,0,0,0,visit,1
U00356,desktop,India,social_media,1,0,0,0,0,visit,1
U00357,desktop,India,social_media,1,1,0,0,0,signup,1
U00358,mobile,US,social_media,1,0,0,0,0,visit,1
U00359,mobile,India,organic_search,1,0,0,0,0,visit,1
U00360,desktop,India,organic_search,1,0,0,0,0,visit,1
U00361,desktop,UK,social_media,1,0,0,0,0,visit,1
U00362,desktop,US,paid_ads,1,0,0,0,0,visit,1
U00363,desktop,US,paid_ads,1,1,1,0,0,add_to_cart,1
U00364,mobile,India,social_media,1,0,0,0,0,visit,1
U00365,desktop,US,organic_search,1,0,0,0,0,visit,1
U00366,desktop,US,paid_ads,1,0,0,0,0,visit,1
U00367,desktop,US,paid_ads,1,1,1,0,0,add_to_cart,1
U00368,tablet,UK,organic_search,1,1,1,0,0,add_to_cart,1
U00369,mobile,India,social_media,1,1,0,0,0,signup,1
U00370,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00371,mobile,US,social_media,1,0,0,0,0,visit,1
U00372,mobile,India,organic_search,1,1,1,0,0,add_to_cart,1
U00373,desktop,India,paid_ads,1,1,1,0,1,purchase,0
U00374,desktop,India,organic_search,1,1,1,0,0,add_to_cart,1
U00375,tablet,US,social_media,1,0,0,0,0,visit,1
U00376,mobile,UK,social_media,1,0,0,0,0,visit,1
U00377,mobile,US,social_media,1,0,0,0,0,visit,1
U00378,desktop,India,organic_search,1,0,0,0,0,visit,1
U00379,mobile,US,organic_search,1,0,0,0,0,visit,1
U00380,tablet,US,organic_search,1,0,0,0,0,visit,1
U00381,desktop,India,organic_search,1,1,1,0,1,purchase,0
U00382,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00383,desktop,US,organic_search,1,0,0,0,0,visit,1
U00384,mobile,India,organic_search,1,0,0,0,0,visit,1
U00385,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00386,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00387,mobile,India,organic_search,1,1,1,0,0,add_to_cart,1
U00388,tablet,US,social_media,1,0,0,0,0,visit,1
U00389,mobile,India,organic_search,1,1,0,0,0,signup,1
U00390,mobile,US,paid_ads,1,1,0,0,0,signup,1
U00391,desktop,US,organic_search,1,1,0,0,0,signup,1
U00392,mobile,Germany,paid_ads,1,0,0,0,0,visit,1
U00393,mobile,India,organic_search,1,1,0,0,0,signup,1
U00394,desktop,US,organic_search,1,1,0,0,0,signup,1
U00395,mobile,India,social_media,1,1,0,0,0,signup,1
U00396,mobile,India,organic_search,1,1,0,0,0,signup,1
U00397,mobile,Germany,organic_search,1,1,0,0,0,signup,1
U00398,mobile,India,organic_search,1,1,1,0,0,add_to_cart,1
U00399,mobile,UK,organic_search,1,1,1,0,1,purchase,0
U00400,desktop,India,paid_ads,1,0,0,0,0,visit,1
U00401,mobile,US,organic_search,1,0,0,0,0,visit,1
U00402,desktop,US,social_media,1,0,0,0,0,visit,1
U00403,mobile,Germany,organic_search,1,1,0,0,0,signup,1
U00404,tablet,US,social_media,1,0,0,0,0,visit,1
U00405,mobile,India,organic_search,1,0,0,0,0,visit,1
U00406,mobile,US,social_media,1,1,1,0,0,add_to_cart,1
U00407,mobile,US,paid_ads,1,1,1,0,0,add_to_cart,1
U00408,mobile,Germany,organic_search,1,1,1,0,0,add_to_cart,1
U00409,mobile,Germany,social_media,1,0,0,0,0,visit,1
U00410,tablet,India,organic_search,1,0,0,0,0,visit,1
U00411,mobile,UK,organic_search,1,1,1,0,0,add_to_cart,1
U00412,desktop,India,social_media,1,0,0,0,0,visit,1
U00413,mobile,India,social_media,1,0,0,0,0,visit,1
U00414,tablet,UK,social_media,1,1,0,0,0,signup,1
U00415,desktop,India,organic_search,1,0,0,0,0,visit,1
U00416,mobile,US,social_media,1,0,0,0,0,visit,1
U00417,mobile,US,organic_search,1,0,0,0,0,visit,1
U00418,mobile,India,organic_search,1,0,0,0,0,visit,1
U00419,tablet,India,organic_search,1,0,0,0,0,visit,1
U00420,tablet,India,social_media,1,0,0,0,0,visit,1
U00421,tablet,UK,organic_search,1,1,0,0,0,signup,1
U00422,mobile,Germany,paid_ads,1,0,0,0,0,visit,1
U00423,mobile,India,paid_ads,1,0,0,0,0,visit,1
U00424,desktop,UK,paid_ads,1,1,0,0,0,signup,1
U00425,tablet,UK,social_media,1,0,0,0,0,visit,1
U00426,tablet,India,organic_search,1,1,1,0,1,purchase,0
U00427,desktop,Germany,paid_ads,1,1,1,0,1,purchase,0
U00428,mobile,US,organic_search,1,0,0,0,0,visit,1
U00429,mobile,UK,paid_ads,1,0,0,0,0,visit,1
U00430,mobile,India,organic_search,1,0,0,0,0,visit,1
U00431,mobile,US,organic_search,1,1,1,0,0,add_to_cart,1
U00432,desktop,US,paid_ads,1,1,0,0,0,signup,1
U00433,mobile,US,organic_search,1,0,0,0,0,visit,1
U00434,desktop,India,organic_search,1,1,1,0,0,add_to_cart,1
U00435,mobile,UK,organic_search,1,0,0,0,0,visit,1
U00436,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00437,mobile,UK,paid_ads,1,0,0,0,0,visit,1
U00438,mobile,UK,organic_search,1,1,1,0,0,add_to_cart,1
U00439,mobile,US,paid_ads,1,0,0,0,0,visit,1
U00440,desktop,UK,social_media,1,1,0,0,0,signup,1
U00441,mobile,UK,social_media,1,0,0,0,0,visit,1
U00442,mobile,US,social_media,1,0,0,0,0,visit,1
U00443,mobile,Germany,social_media,1,0,0,0,0,visit,1
U00444,mobile,India,organic_search,1,1,1,0,0,add_to_cart,1
